// This file contains the items sold in the ingame cash shop
//
// Fixed by: DanielArt
// src: map/clif.c : cashshop_buy - cashshop_list
//
// The structure of the file is
// type, item ID, price
//
// type:
//    0: New
//    1: Headgear
//    2: Limited
//    3: Rental
//    4: Equips
//    5: Scrolls
//    6: Usables
//    7: Other
//
// price,
//    price of the defined item in cash points

// New
0,18629,17
0,5171,30
0,675,13
0,36047,15
0,35041,21
0,35029,5
0,35032,24
0,2115,14
0,2357,21
0,2421,21
0,2524,21

// Headgear
1,5190,17
1,5180,13
1,5148,13
1,5451,13
1,5147,13
1,5134,6
1,5101,6
1,5056,6
1,2237,6
1,18629,17
1,5200,17
1,5209,17
1,5302,17
1,5336,17
1,5337,17
1,5338,17
1,5339,17
1,5346,17
1,5352,17
1,5400,17
1,5412,17
1,5438,17
1,5439,17
1,5440,17
1,5441,17
1,5203,27
1,5440,27
1,5441,17
1,5203,27
1,5282,27
1,5405,27
1,5422,27
1,5426,27
1,5427,27
1,5429,27
1,5437,27
1,5443,27
1,5444,27
1,5447,27
1,5448,27
1,5449,27
1,5450,27
1,5458,27
1,5480,27
1,5489,27
1,5522,27
1,5530,27
1,5536,27
1,5499,28
1,5511,28
1,5519,28
1,5523,28
1,5524,28
1,5525,28
1,5528,28
1,5020,31
1,5054,31
1,5102,31
1,5206,31
1,5406,31
1,5407,31
1,5411,31
1,5436,31
1,5446,31
1,5457,31
1,5501,31
1,5537,31
1,5538,31
1,5548,31
1,5557,31
1,5558,31
1,5562,31
1,5566,31
1,5572,31
1,5579,31
1,5140,35
1,5227,35
1,5228,35
1,5229,35
1,5235,35
1,5236,35
1,5237,35
1,5238,35
1,5239,35
1,5240,35
1,5241,35
1,5242,35
1,5272,35
1,5287,35
1,5332,35
1,5149,45
1,5179,45
1,5184,45
1,5213,45
1,5214,45
1,5243,45
1,5311,45
1,5319,45
1,5334,45
1,5359,45
1,5410,45
1,5568,45
1,5143,47
1,5146,47
1,5152,47
1,5183,47
1,5230,47
1,5231,47
1,5232,47
1,5233,47
1,5234,47
1,5252,47
1,5253,47
1,5263,47
1,5270,47
1,5294,47
1,5354,47
1,5355,47
1,5365,47
1,5385,47
1,5397,47
1,5409,47
1,5495,47
1,5502,47
1,5505,47
1,5151,55
1,5182,55
1,5225,55
1,5259,55
1,5286,55
1,5293,55
1,5298,55
1,5305,55
1,5491,55
1,5098,63
1,5099,63
1,5103,63
1,5129,63
1,5130,63
1,5208,63
1,5256,63
1,5257,63
1,5261,63
1,5262,63
1,5271,63
1,5284,63
1,5289,63
1,5291,63
1,5296,63
1,5300,63
1,5307,63
1,5310,63
1,5317,63
1,5360,63
1,5361,63
1,5396,63
1,5485,63
1,5497,63
1,5498,63
1,5533,63
1,5568,63
1,5131,65
1,5133,65
1,5153,65
1,5185,65
1,5187,65
1,5220,65
1,5255,65
1,5288,65
1,5379,65
1,5388,65
1,5132,69
1,5273,69
1,5274,69
1,5275,69
1,5276,69
1,5283,69
1,5292,69
1,5312,69
1,5314,69
1,5358,69
1,5367,69
1,5389,69
1,5401,69
1,5565,69
1,5137,71
1,5138,71
1,5212,71
1,5226,71
1,5210,77
1,5277,77
1,5324,77
1,5362,77
1,5372,77
1,5373,77
1,5313,80
1,5378,80
1,5547,80
1,5142,80
1,5278,80
1,5364,80
1,5393,120
1,18795,85
1,18600,85
1,5181,85
1,5211,85
1,5340,85
1,5341,85
1,5342,85
1,5343,85
1,5344,85
1,5345,85
1,5421,85
1,5464,85
1,5315,91
1,5325,91
1,5357,91
1,5363,91
1,5420,91
1,5375,91
1,5376,91
1,5377,91
1,5800,91
1,5155,91
1,18501,97
1,5462,97
1,5463,97
1,5490,97
1,2204,97
1,5423,97
1,5564,97
1,5483,97
1,5374,104
1,5518,104
1,5574,104
1,5451,104
1,5777,100

// Limited
2,18742,32
2,18744,32
2,19871,32

// Rental
3,14017,4
3,14321,4
3,14322,4
3,14323,4
3,14324,4
3,14325,4
3,14326,4
3,14327,4
3,14328,4
3,14329,4
3,14330,4
3,14262,2
3,14263,2
3,14264,2
3,14265,2
3,14266,2
3,14267,2
3,14118,55
3,14098,71

// Equips
4,5171,30
4,36047,15
4,35041,21
4,35029,5
4,35032,24
4,2115,14
4,2357,21
4,2421,21
4,2524,21

// Scrolls
5,13912,2
5,13913,2
5,13914,2
5,12927,2
5,12917,2
5,12918,2
5,13547,2
5,13940,20
5,12172,42
5,12182,42
5,12162,42

// Usables
6,12412,6
6,12411,6
6,35034,165
6,35035,22
6,14536,2
6,12208,4
6,12209,4
6,12210,4
6,12213,6
6,12221,1
6,12263,6
6,12264,6
6,12265,6
6,12345,1
6,12354,1
6,12103,17
6,12357,6
6,12358,6
6,12359,6
6,12360,6
6,12361,6
6,12362,6
6,12363,6
6,12364,6
6,12365,6
6,12366,6
6,12367,6
6,12368,6
6,12369,6
6,12370,6
6,12371,6
6,12372,6
6,12373,6
6,12374,6

// Other
7,675,13
7,7776,4
7,35036,33
7,13989,4
7,14004,4
7,16740,1
7,16763,5
7,16765,1
7,16767,5
7,12647,10
7,6417,1
